active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,phu_id,phu,phu_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,temporarily_closed,pharmacy,community_lab,assessment_centre,email,online_appointments,phone_appointments,symptomatic,general_population,age_threshold,weeks_pregnant,french_language_services,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr
Yes,36,Akwesasne COVID-19 Assessment Centre,Akwesasne - Centre d’évaluation pour la COVID-19,Mohawk Council of Akwesasne Department of Health,Mohawk Council of Akwesasne Department of Health,Akwesasne,31 Hilltop Drive,31 chemin Hilltop,H0M 1A0,QC,44.999832,-74.654378,9,Eastern Ontario Health Unit,Bureau de santé de l'est de l'Ontario,613-575-5005 ext. 3704,http://www.akwesasne.ca/covid-19-novel-coronavirus-information/,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,closed,closed,,Yes,No,Yes,No,Yes,,,,Yes,,,,Yes,No,2y,,,,Yes,,,,For members of the community / Akwesasronon only.,
Yes,37,North Hastings COVID-19 Assessment Center,North Hastings COVID-19 Assessment Center,Quinte Healthcare Corporation,Quinte Healthcare Corporation,Bancroft,1 Manor Lane,1 Manor Lane,K0L 1C0,ON,45.055092,-77.864208,13,Hastings and Prince Edward Counties Health Unit,Bureau de santé des comtès d'Hastings et de Prince Edward,613-332-2825 ext. 6224,https://www.qhc.on.ca/covid-19.php,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,,,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,Yes,No,,Yes,,No,"Follow the signs, drive through into the tent, have those being assessed or tested on the driver's side of the vehicle if possible, park and turn off the car with the windows between the two tables under the tent. Phone or text your phone number to us and we will call you back to book a time. You must have an appointment so we can ensure patient safety, confidentiality and physical distancing.",
Yes,38,Perth and Smiths Falls District Hospital - Smiths Falls Site,Hôpital du district de Perth et de Smiths Falls - Smiths Falls Site,Perth and Smiths Falls District Hospital,Hôpital du district de Perth et de Smiths Falls,Smiths Falls,60 Cornelia Street West,60 rue Cornelia Ouest,K7A 2H9,ON,44.907454,-76.027508,7,"Leeds, Grenville and Lanark District Health Unit","""Leeds, Grenville et Lanark""",613-283-2330 ext. 1401,https://healthunit.org/health-information/covid-19/assessment-testing-results/,09:00-14:00,09:00-14:00,09:00-14:00,09:00-14:00,09:00-14:00,,08:00-12:00,,Yes,No,No,Yes,,,,,Yes,,,,Yes,,0m,,,,,,,,Located at the Smiths Falls site of the Perth and Smiths Falls District Hospital at the main entrance on Elmsley Street North. Drive up to the main entrance and stay in your car while an in-car assessment is done.,Situé à l’emplacement de Smiths Falls de l’Hôpital du district de Perth et de Smiths Falls à l’entrée principale sur la rue Elmsley Nord. Les patients conduiront leur véhicule jusqu’à l’entrée principale et y demeureront pendant qu’une évaluation sera réalisée.
Yes,39,Prince Edward Covid-19 Assessment Centre - Prince Edward Community Centre,Centre communautaire Prince Edward County,Prince Edward County Covid-19 Assessment Centre,Centre d'èvaluation de la COVID-19 Prince Edward,Picton,375 Main Street East,375 rue Main est,K0K 2T0,ON,44.008797,-77.139402,13,Hastings and Prince Edward Counties Health Unit,Bureau de santé des comtès d'Hastings et de Prince Edward,613-813-6864,https://www.qhc.on.ca/covid-19.php,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,,,,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,No,No,,Yes,,No,"To schedule an assessment phone the CAC at 613-813-6864. Upon arrival for your appointment, please drive slowly into the testing lane marked by orange traffic cones and stop at the stop sign. Stay in your car for the assessment. On Saturdays and Sundays, messages may be left to arrange an appointment the following week. Those requiring weekend testing may call 613-961-5544, for testing at the Belleville and Trenton Assessment Centres.",
Yes,40,COVID-19 Care and Testing Centre –  Moodie,Queensway Carleton Hospital - École D. Aubrey Moodie,Queensway Carleton Hospital,Queensway Carleton Hospital,Ottawa,595 Moodie Drive,595 chemin Moodie,K2H 8A8,ON,45.310814,-75.825601,8,Ottawa Public Health,Bureau de santé publique d'Ottawa,613-721-4722,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,08:00-15:30,08:00-15:30,08:00-15:30,08:00-15:30,08:00-15:30,08:00-15:00,,,Yes,Yes,No,,,,,,Yes,,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx#Click-here-to-learn-more-and-book-an-appointment,Yes,Yes,,6m,,Yes,,,,,,By appointment only. Can test anyone over 6 months.,
Yes,41,Quinte Healthcare - Quinte Secondary School,Quinte Healthcare - École secondaire Quinte,Quinte Healthcare,Quinte Healthcare,Belleville,45 College Street West,45 rue College Ouest,K8P 2G3,ON,44.17531,-77.393179,13,Hastings and Prince Edward Counties Health Unit,Bureau de santé des comtès d'Hastings et de Prince Edward,613-961-5544,https://www.qhc.on.ca/covid-19.php,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,Yes,No,,Yes,,No,"Stay in your car.



Call to check if you need to make an appointment.",
Yes,42,Quinte West COVID-19 Assessment Centre/Duncan McDonald Memorial Community Gardens Arena,,Quinte Healthcare Corporation,Quinte Healthcare Corporation,Trenton,8 Couch Crescent,8 crescent Couch,K8V 1G8,ON,44.102899,-77.569555,13,Hastings and Prince Edward Counties Health Unit,Bureau de santé des comtès d'Hastings et de Prince Edward,613-961-5544,https://www.qhc.on.ca/covid-19.php,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,07:00-15:00,,,,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,Yes,No,,Yes,,No,"Please call to schedule an appointment. Follow the signs, drive through into the tent, have those being assessed or tested on the driver's side of the vehicle if possilbe, park and turn off the car with the windows between the two tables under the tent. Phone or text your number to us and we will call you back to book a time. You must have an appointment so we can ensure patient safety, confidentiality and physical distancing.",
Yes,43,Cobden - Astrolabe Arena / Renfrew County Virtual Triage and Assessment Centre,,Arnprior Regional Health,Arnprior Regional Health,Cobden,43 Astrolabe Road,43 rue Astrolabe,K0J 1K0,ON,45.623129,-76.879507,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,1-844-727-6404,https://rcvtac.ca/,,,,closed,,,,,Yes,Yes,,,Yes,,,,Yes,,,Yes,Yes,,2y,,No,No,,,,No,"Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. 

Please call to schedule an appointment. We do not have a physical site for testing - we do it through drive through testing sites or we go on site in various locations to do testing (ie retirement homes) as needed.

Please visit the website (https://rvtac.ca/) for the current testing schedule, including hours and locations. On the website you see a series of blue buttons, please select  ‘COVID-19 Testing Schedule’ to view the schedule for the week.",
No,44,Civic Centre,Civic Centre,Arnprior Regional Health,Arnprior Regional Health,Petawawa,16 Civic Centre Road,16 rue Civic Centre,K8H 3H5,ON,45.894435,-77.259937,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,,,09:00-11:00,,,,Yes,,,,,,,,Yes,,,,Yes,,,,,,,,,,,
No,45,Pembroke Assessment Centre,Pembroke Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Pembroke,80 Richardson Crescent,,K8A 6W5,ON,45.78177,-77.127702,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,13:00-16:00,,09:30-12:00&13:00-16:00,,13:00-16:00,,,,Yes,No,No,,,,,,Yes,,,,Yes,,,,,,,,,,,
No,46,Deep River Assessment Centre,Deep River Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Deep River,117 Banting Drive,,K0J 1P0,ON,46.0955635391192,-77.4862979375329,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/course/view.php?id=22,,,,,,,,,Yes,No,No,,,,,,Yes,,https://covid-swab-rcvtac.mychamp.ca/,Yes,Yes,,,,,,,,,,No restrictions. Two areas of focus - patients without a family physiciann or cannot reach their family physician and those with potential COVID.,
No,47,Arnprior Assessment Centre,Arnprior Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Arnprior,91 Meehan Street,91 rue Meehan,K7S 2B7,ON,45.434099,-76.358417,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,,09:00-15:00,,,,,Yes,Yes,Yes,,Yes,,,,Yes,,,,Yes,,6m,,Yes,No,,Yes,,No,The hours for this center vary. Please visit the centre's website for current hours.,
No,48,Eganville - Renfrew County Virtual Triage and Assessment Centre,,Arnprior Regional Health,Arnprior Regional Health,Eganville,178 Jane Street,178 rue Jane,K0J 1T0,ON,45.541852,-77.105656,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,,,14:00-16:00,,,,Yes,No,No,,,,,,Yes,,,,Yes,,,,Yes,,,,,,"Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. Please visit the website for the current testing schedule, including hours and locations.  https://rcvtac.ca/

Please call to schedule an appointment 1-844-727-6404",
No,49,Renfrew Assessment Centre,Renfrew Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Renfrew,1005 Castleford Road,1005 rue Castleford,K7V 3Z8,ON,45.501648,-76.63828,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/course/view.php?id=22,,09:00-11:30,,,,,,,Yes,No,No,,,,,,Yes,,,,Yes,,,,,,,,,,,
Yes,50,Barry's Bay - Renfrew County Virtual Triage and Assessment Centre,,Arnprior Regional Health,Arnprior Regional Health,Barry's Bay,8 Billings Street,,K0J 1B0,ON,45.486065,-77.6791244,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,1-844-727-6404,https://rcvtac.ca/,,,,,09:30-11:00,,,,Yes,No,No,,Yes,,,,Yes,,https://covid-swab-rcvtac.mychamp.ca/,Yes,Yes,,6m,,Yes,No,,Yes,,No,"Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. 

Please call to schedule an appointment. We do not have a physical site for testing - we do it through drive through testing sites or we go on site in various locations to do testing (ie retirement homes) as needed.

Please visit the website (https://rvtac.ca/) for the current testing schedule, including hours and locations. On the website you see a series of blue buttons, please select  ‘COVID-19 Testing Schedule’ to view the schedule for the week.",
Yes,51,RMH COVID-19 Assessment Centre,RMH COVID-19 Assessment Centre,Ross Memorial Hospital,Hôpital Ross Memorial,Lindsay,10 Angeline Street North,10 rue Angeline Nord,K9V 4M8,ON,44.352402,-78.751362,10,Algoma Public Health Unit,Bureau de santé du district d'Haliburton-Kawartha-Pine Ridge,705-328-6217,https://www.rmh.org/covid-19,08:30-16:15,08:30-16:15,08:30-16:15,08:30-16:15,08:30-16:15,,,,Yes,No,No,,Yes,,,,Yes,,,Yes,Yes,,1y,,No,No,,,Yes,Yes,"Testing at Haliburton Kawartha Pine Ridge will take place inside, in the former Admitting area on the south side of the hospital. The Admitting department is now located inside the main entrance. 



How to book an appointment

•	Call 705-328-6217  

•	Do not leave multiple messages 

•	Appointments are available Monday, Tuesday, Thursday & Friday, 8:30-4:15pm

•	You will receive a call back within 1-2 business days



When arriving for your appointment

•	Arrive to the hospital at your appointment time. 

•	Park in the short-term parking lot at the south side of the hospital, entering from Kent St. (There is no charge for parking for those visiting the assessment centre. All other patients should use short or long term parking on the North side of the hospital.)

•	Wear a mask

•	Bring your health card and identification

•	Proceed to the South Entrance (follow signage for COVID-19 Assessment Centre)

•	Maintain physical distancing from others awaiting testing



For children under the age of 1, use the Emergency Department.",
Yes,52,Trent Hills COVID19 Assessment Centre,Centre d'èvaluation de la COVID-19 de Trent Hills,Trent Hills Family Health Team + Northumberland County Ambulance & Paramedic Services,Trent Hills Family Health Team + Northumberland County Ambulance & Paramedic Services,Campbellford,146 Oliver Road,,K0L 1L0,ON,44.31271,-77.790044,10,"Haliburton, Kawartha, Pine Ridge District Health Unit",Bureau de santé du district d'Haliburton-Kawartha-Pine Ridge,705-395-1801,https://www.thfht.com/wp-content/uploads/2020/05/PRESS-RELEASE-May-25-2020-AC-Final.pdf,,08:30-16:30,,08:30-16:30,,closed,closed,,Yes,No,Yes,Yes,Yes,,,,Yes,,,,Yes,,6m,,No,No,,Yes,,No,"Campbellford Memorial Hospital, Isabella St Entrance, Basement, now offers assessments through a drive-through format. Call for appointments.



*Please note this centre will be temporarily closed on Thursday, December 9, 2021* 



The Trent Hills COVID-19 Assessment Centre continues to provide home-based testing to vulnerable patients who have reduced mobility. This includes; residential settings, people living with disabilities, and patients with a palliative diagnosis.",
Yes,53,Winchester COVID-19 Assessment Centre- Lions Club Hall,Winchester - Centre d’évaluation pour la COVID-19,Winchester District Memorial Hospital,,Winchester,515 Albert Street,515 rue Albert,K0C 2K0,ON,45.092745,-75.350378,9,Eastern Ontario Health Unit,Bureau de santé de l'est de l'Ontario,800-267-7120,https://eohu.ca/en/covid/covid-19-testing-assessment-centres,08:00-12:00,08:00-12:00,08:00-12:00,08:00-12:00,08:00-12:00,closed,closed,,Yes,No,No,Yes,Yes,,,,Yes,,https://eohu.ca/en/covid/covid-19-testing-assessment-centres,,Yes,,0m,,No,No,,Yes,,No,"Appointment only. Patients should call 613-801-2333 to book their test. 
Can test all ages.","Rendez-vous nécessaire

Les clients doivent appeler le 613-801-2333 pour prendre rendez-vous."
,54,Peterborough COVID Assessment Centre - Northcrest Arena,,Peterborough Regional Health Centre and Peterborough Paramedics,Bureau de santé du Peterborough,Peterborough,1 Hospital Drive,,K9J 7C6,ON,44.300025,-78.347609,15,Peterborough Public Health,Bureau de santé du Peterborough,,https://www.prhc.on.ca/,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,,,Yes,No,No,,Yes,,,,Yes,,https://s-ca.chkmkt.com/?e=210138&h=71305F7BD7FC4D6&l=en,,Yes,,,,,,,,,,,
Yes,55,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Peterborough,1 Hospital Drive,1 chemin Hospital,K9J 7C6,ON,44.300025,-78.347609,15,Peterborough Public Health,Bureau de santé du Peterborough,705-876-5086,https://www.prhc.on.ca/about-us/covid-19-novel-coronavirus/,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,,Yes,No,No,Yes,No,,,,Yes,,,,Yes,,1y,,No,No,,Yes,,Yes,"The testing has been co-located at the Hospital Site.

We will continue to offer two streams of testing at the Hospital Assessment Centre: 

Stream 1-On-site physician assessment and testing for people with symptoms, available by appointment only. Contact PRHC’s COVID-19 Assessment Centre directly by phone at 705-876-5086 to determine whether an appointment is required. This phone line is staffed from 8:00 a.m. to 4:00 p.m. seven days a week. Located in a mobile unit on the west side of the hospital.



Stream 2- On-site testing not requiring physician assessment.  Available by appointment only.  To book an appointment online  - https://s-ca.chkmkt.com/?e=210138&h=71305F7BD7FC4D6&l=en. Monday-Friday 10:00 a.m.-5:30 pm.",
Yes,56,Northumberland Hills Hospital,Hôpital du Northumberland Hills,Northumberland Hills Hospital,Hôpital du Northumberland Hills,Cobourg,1000 Depalma Drive,1000 chemin Depalma,K9A 5W6,ON,43.976426,-78.202208,10,"Haliburton, Kawartha, Pine Ridge District Health Unit",Bureau de santé du district d'Haliburton-Kawartha-Pine Ridge,905-377-7783,https://nhh.ca/covid-19,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,,Yes,Yes,No,Yes,Yes,,,,Yes,,,,Yes,,1y,,Yes,Yes,,,Yes,Yes,"Open for virtual screening by telephone, between 8:00 and 16:00, 7 days a week. Please call to schedule an appointment.  



Assessment Centre is located outside the hospital in a dedicated trailer immediately beside the Emergency Department entrance. Patients are asked to wear a mask during their visit and are given a HKPR Public Health information sheet before they leave. All under the age of 12 are seen in ER for assessment and swabbing. The clinic will look up and report negative results to patients that are unable to retrieve results on their own.",
Yes,57,Atikokan General Hospital,Équipe santé familiale d'Atikokan,Atikokan General Hospital,Équipe santé familiale d'Atikokan,Atikokan,"120 Dorothy Street, Box 2490",101 chemin Zuke,P0T 1C0,ON,48.7542759,-91.597543,16,Northwestern Health Unit,Bureau de santé publique du Nord-Ouest,807-597-4215,https://aghospital.on.ca/,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,closed,closed,Yes,Yes,No,Yes,Yes,Yes,,,,Yes,,,,Yes,,0m,,No,No,,Yes,,Yes,"Please call to schedule an appointment. Park at the marked parking area and come into the hospital.

After hours, please call Atikokan General Hospital at 807-597-4215.",
